Date,Open,High,Low,Close,Adj Close,Volume
04 Dec 2024,156.78,157.32,156.14,156.93,147.90,1233214
03 Dec 2024,158.51,159.19,157.78,157.78,148.70,1926463
02 Dec 2024,159.50,159.50,157.58,158.19,149.08,1160349
29 Nov 2024,157.00,158.58,156.51,158.58,149.45,2141565
28 Nov 2024,158.53,159.45,158.04,158.58,149.45,1379244
27 Nov 2024,156.00,157.80,155.90,157.57,148.50,1932684
26 Nov 2024,160.00,160.00,154.10,154.46,145.57,2006021
25 Nov 2024,160.00,160.27,158.34,160.14,150.92,3945712
22 Nov 2024,157.01,159.16,156.64,159.03,149.88,3988790
21 Nov 2024,156.67,157.05,154.88,156.24,147.25,1859501
20 Nov 2024,155.61,156.89,155.14,156.38,147.38,1749644
19 Nov 2024,153.00,157.28,152.42,155.61,146.65,2361297
18 Nov 2024,153.38,153.89,152.05,153.02,144.21,2012422
15 Nov 2024,154.00,154.95,152.53,155.13,146.20,2493400
14 Nov 2024,150.89,152.84,150.43,152.84,144.04,1822727
13 Nov 2024,148.05,149.62,147.65,149.62,141.01,1812592
12 Nov 2024,150.60,150.85,148.75,150.25,141.60,1574831
11 Nov 2024,149.30,150.35,148.86,149.79,141.17,2056899
08 Nov 2024,148.41,149.73,147.41,149.32,140.73,1953987
07 Nov 2024,145.99,147.26,143.90,147.26,138.78,1775473
06 Nov 2024,144.50,145.60,144.32,145.46,137.09,1384689
05 Nov 2024,144.35,144.40,142.80,143.85,135.57,1165546
04 Nov 2024,142.89,144.44,141.03,144.35,136.04,1396336
01 Nov 2024,141.65,142.22,140.40,142.09,133.91,1495906
31 Oct 2024,142.23,143.65,141.65,142.75,134.53,2175927
30 Oct 2024,144.00,144.00,141.80,142.93,134.70,1231647
29 Oct 2024,143.40,144.48,142.99,144.17,135.87,1941541
28 Oct 2024,144.00,144.12,142.23,142.86,134.64,1013407
25 Oct 2024,143.77,144.17,142.83,144.02,135.73,1271615
24 Oct 2024,141.76,144.00,141.36,143.43,135.17,1337219
23 Oct 2024,140.66,141.93,140.57,141.78,133.62,741238
22 Oct 2024,143.11,143.92,141.01,141.23,133.10,1577016
21 Oct 2024,143.50,144.45,143.10,144.45,136.14,1753172
18 Oct 2024,141.90,142.85,141.46,142.85,134.63,3075255
17 Oct 2024,141.30,142.00,140.35,142.00,133.83,3271793
16 Oct 2024,138.90,140.27,138.40,139.80,131.75,1708261
15 Oct 2024,138.41,139.69,137.95,139.29,131.27,1849572
14 Oct 2024,136.90,137.20,136.03,136.82,128.94,1020864
11 Oct 2024,135.88,136.07,134.88,135.64,127.83,1423248
10 Oct 2024,136.66,136.95,135.82,136.19,128.35,1622621
09 Oct 2024,136.48,136.57,135.60,135.63,127.82,1218703
